Country,Year,Sex,Age,Suicide,Suicides_100k_Pop,Population, GDP  ,generation
Antigua and Barbuda,1992,Female,55-74 years,0,0,3648,"499,281,148",Silent
Antigua and Barbuda,1992,Female,75+ years,0,0,1339,"499,281,148",G.I. Generation
Antigua and Barbuda,1992,Male,15-24 years,0,0,6221,"499,281,148",Generation X
Antigua and Barbuda,1992,Male,25-34 years,0,0,6409,"499,281,148",Boomers
Antigua and Barbuda,1992,Male,35-54 years,0,0,6497,"499,281,148",Boomers
Antigua and Barbuda,1992,Male,05-14 years,0,0,7059,"499,281,148",Millenials
Antigua and Barbuda,1992,Male,55-74 years,0,0,2851,"499,281,148",Silent
Antigua and Barbuda,1992,Male,75+ years,0,0,853,"499,281,148",G.I. Generation
Antigua and Barbuda,1993,Male,25-34 years,1,15,6668,"535,172,778",Boomers
Antigua and Barbuda,1993,Female,15-24 years,0,0,6182,"535,172,778",Generation X
Antigua and Barbuda,1993,Female,25-34 years,0,0,6914,"535,172,778",Boomers
Antigua and Barbuda,1993,Female,35-54 years,0,0,6917,"535,172,778",Boomers
Antigua and Barbuda,1993,Female,05-14 years,0,0,7529,"535,172,778",Millenials
Antigua and Barbuda,1993,Female,55-74 years,0,0,3662,"535,172,778",Silent
Antigua and Barbuda,1993,Female,75+ years,0,0,1386,"535,172,778",G.I. Generation
Antigua and Barbuda,1993,Male,15-24 years,0,0,6069,"535,172,778",Generation X
Antigua and Barbuda,1993,Male,35-54 years,0,0,6915,"535,172,778",Boomers
Antigua and Barbuda,1993,Male,05-14 years,0,0,7298,"535,172,778",Millenials
Antigua and Barbuda,1993,Male,55-74 years,0,0,2879,"535,172,778",Silent
Antigua and Barbuda,1993,Male,75+ years,0,0,896,"535,172,778",G.I. Generation
Antigua and Barbuda,1994,Female,15-24 years,0,0,6083,"589,429,593",Generation X
Antigua and Barbuda,1994,Female,25-34 years,0,0,7151,"589,429,593",Boomers
Antigua and Barbuda,1994,Female,35-54 years,0,0,7357,"589,429,593",Boomers
Antigua and Barbuda,1994,Female,05-14 years,0,0,7722,"589,429,593",Millenials
Antigua and Barbuda,1994,Female,55-74 years,0,0,3715,"589,429,593",Silent
Antigua and Barbuda,1994,Female,75+ years,0,0,1437,"589,429,593",G.I. Generation
Antigua and Barbuda,1994,Male,15-24 years,0,0,5976,"589,429,593",Generation X
Antigua and Barbuda,1994,Male,25-34 years,0,0,6886,"589,429,593",Boomers
Antigua and Barbuda,1994,Male,35-54 years,0,0,7359,"589,429,593",Boomers
Antigua and Barbuda,1994,Male,05-14 years,0,0,7494,"589,429,593",Millenials
Antigua and Barbuda,1994,Male,55-74 years,0,0,2935,"589,429,593",Silent
Antigua and Barbuda,1994,Male,75+ years,0,0,929,"589,429,593",G.I. Generation
Antigua and Barbuda,1995,Female,15-24 years,0,0,6099,"577,280,741",Generation X
Antigua and Barbuda,1995,Female,25-34 years,0,0,7333,"577,280,741",Generation X
Antigua and Barbuda,1995,Female,35-54 years,0,0,7851,"577,280,741",Boomers
Antigua and Barbuda,1995,Female,05-14 years,0,0,7885,"577,280,741",Millenials
Antigua and Barbuda,1995,Female,55-74 years,0,0,3808,"577,280,741",Silent
Antigua and Barbuda,1995,Female,75+ years,0,0,1488,"577,280,741",G.I. Generation
Antigua and Barbuda,1995,Male,15-24 years,0,0,5953,"577,280,741",Generation X
Antigua and Barbuda,1995,Male,25-34 years,0,0,7023,"577,280,741",Generation X
Antigua and Barbuda,1995,Male,35-54 years,0,0,7809,"577,280,741",Boomers
Antigua and Barbuda,1995,Male,05-14 years,0,0,7632,"577,280,741",Millenials
Antigua and Barbuda,1995,Male,55-74 years,0,0,3021,"577,280,741",Silent
Antigua and Barbuda,1995,Male,75+ years,0,0,944,"577,280,741",G.I. Generation
Antigua and Barbuda,1998,Female,15-24 years,0,0,6529,"727,860,593",Generation X
Antigua and Barbuda,1998,Female,25-34 years,0,0,8332,"727,860,593",Generation X
Antigua and Barbuda,1998,Female,35-54 years,0,0,9615,"727,860,593",Boomers
Antigua and Barbuda,1998,Female,05-14 years,0,0,8183,"727,860,593",Millenials
Antigua and Barbuda,1998,Female,55-74 years,0,0,3921,"727,860,593",Silent
Antigua and Barbuda,1998,Female,75+ years,0,0,1476,"727,860,593",G.I. Generation
Antigua and Barbuda,1998,Male,15-24 years,0,0,5916,"727,860,593",Generation X
Antigua and Barbuda,1998,Male,25-34 years,0,0,7294,"727,860,593",Generation X
Antigua and Barbuda,1998,Male,35-54 years,0,0,9086,"727,860,593",Boomers
Antigua and Barbuda,1998,Male,05-14 years,0,0,7706,"727,860,593",Millenials
Antigua and Barbuda,1998,Male,55-74 years,0,0,3213,"727,860,593",Silent
Antigua and Barbuda,1998,Male,75+ years,0,0,954,"727,860,593",G.I. Generation
Antigua and Barbuda,1999,Female,15-24 years,0,0,6589,"766,198,926",Generation X
Antigua and Barbuda,1999,Female,25-34 years,0,0,8526,"766,198,926",Generation X
Antigua and Barbuda,1999,Female,35-54 years,0,0,10311,"766,198,926",Boomers
Antigua and Barbuda,1999,Female,05-14 years,0,0,8314,"766,198,926",Millenials
Antigua and Barbuda,1999,Female,55-74 years,0,0,3968,"766,198,926",Silent
Antigua and Barbuda,1999,Female,75+ years,0,0,1451,"766,198,926",G.I. Generation
Antigua and Barbuda,1999,Male,15-24 years,0,0,5845,"766,198,926",Generation X
Antigua and Barbuda,1999,Male,25-34 years,0,0,7263,"766,198,926",Generation X
Antigua and Barbuda,1999,Male,35-54 years,0,0,9537,"766,198,926",Boomers
Antigua and Barbuda,1999,Male,05-14 years,0,0,7805,"766,198,926",Millenials
Antigua and Barbuda,1999,Male,55-74 years,0,0,3276,"766,198,926",Silent
Antigua and Barbuda,1999,Male,75+ years,0,0,947,"766,198,926",G.I. Generation
Antigua and Barbuda,2000,Male,55-74 years,1,30,3333,"830,158,778",Silent
Antigua and Barbuda,2000,Male,35-54 years,1,9.97,10033,"830,158,778",Boomers
Antigua and Barbuda,2000,Female,15-24 years,0,0,6616,"830,158,778",Generation X
Antigua and Barbuda,2000,Female,25-34 years,0,0,8595,"830,158,778",Generation X
Antigua and Barbuda,2000,Female,35-54 years,0,0,11040,"830,158,778",Boomers
Antigua and Barbuda,2000,Female,05-14 years,0,0,8439,"830,158,778",Millenials
Antigua and Barbuda,2000,Female,55-74 years,0,0,3986,"830,158,778",Silent
Antigua and Barbuda,2000,Female,75+ years,0,0,1413,"830,158,778",G.I. Generation
Antigua and Barbuda,2000,Male,15-24 years,0,0,5783,"830,158,778",Generation X
Antigua and Barbuda,2000,Male,25-34 years,0,0,7177,"830,158,778",Generation X
Antigua and Barbuda,2000,Male,05-14 years,0,0,7973,"830,158,778",Millenials
Antigua and Barbuda,2000,Male,75+ years,0,0,938,"830,158,778",G.I. Generation
Antigua and Barbuda,2001,Male,35-54 years,2,19.45,10281,"800,740,259",Boomers
Antigua and Barbuda,2001,Female,15-24 years,0,0,6902,"800,740,259",Millenials
Antigua and Barbuda,2001,Female,25-34 years,0,0,8425,"800,740,259",Generation X
Antigua and Barbuda,2001,Female,35-54 years,0,0,11402,"800,740,259",Boomers
Antigua and Barbuda,2001,Female,05-14 years,0,0,8428,"800,740,259",Millenials
Antigua and Barbuda,2001,Female,55-74 years,0,0,4037,"800,740,259",Silent
Antigua and Barbuda,2001,Female,75+ years,0,0,1487,"800,740,259",Silent
Antigua and Barbuda,2001,Male,15-24 years,0,0,6084,"800,740,259",Millenials
Antigua and Barbuda,2001,Male,25-34 years,0,0,7071,"800,740,259",Generation X
Antigua and Barbuda,2001,Male,05-14 years,0,0,7958,"800,740,259",Millenials
Antigua and Barbuda,2001,Male,55-74 years,0,0,3442,"800,740,259",Silent
Antigua and Barbuda,2001,Male,75+ years,0,0,980,"800,740,259",Silent
Antigua and Barbuda,2002,Female,15-24 years,0,0,7196,"814,615,333",Millenials
Antigua and Barbuda,2002,Female,25-34 years,0,0,8155,"814,615,333",Generation X
Antigua and Barbuda,2002,Female,35-54 years,0,0,11760,"814,615,333",Boomers
Antigua and Barbuda,2002,Female,05-14 years,0,0,8408,"814,615,333",Millenials
Antigua and Barbuda,2002,Female,55-74 years,0,0,4050,"814,615,333",Silent
Antigua and Barbuda,2002,Female,75+ years,0,0,1547,"814,615,333",Silent
Antigua and Barbuda,2002,Male,15-24 years,0,0,6416,"814,615,333",Millenials
Antigua and Barbuda,2002,Male,25-34 years,0,0,6921,"814,615,333",Generation X
Antigua and Barbuda,2002,Male,35-54 years,0,0,10604,"814,615,333",Boomers
Antigua and Barbuda,2002,Male,05-14 years,0,0,7980,"814,615,333",Millenials
Antigua and Barbuda,2002,Male,55-74 years,0,0,3527,"814,615,333",Silent
Antigua and Barbuda,2002,Male,75+ years,0,0,1024,"814,615,333",Silent
Antigua and Barbuda,2003,Male,55-74 years,1,27.82,3594,"855,643,111",Silent
Antigua and Barbuda,2003,Female,15-24 years,0,0,7454,"855,643,111",Millenials
Antigua and Barbuda,2003,Female,25-34 years,0,0,7831,"855,643,111",Generation X
Antigua and Barbuda,2003,Female,35-54 years,0,0,12129,"855,643,111",Boomers
Antigua and Barbuda,2003,Female,05-14 years,0,0,8423,"855,643,111",Millenials
Antigua and Barbuda,2003,Female,55-74 years,0,0,4054,"855,643,111",Silent
Antigua and Barbuda,2003,Female,75+ years,0,0,1583,"855,643,111",Silent
Antigua and Barbuda,2003,Male,15-24 years,0,0,6730,"855,643,111",Millenials
Antigua and Barbuda,2003,Male,25-34 years,0,0,6734,"855,643,111",Generation X
Antigua and Barbuda,2003,Male,35-54 years,0,0,10997,"855,643,111",Boomers
Antigua and Barbuda,2003,Male,05-14 years,0,0,8061,"855,643,111",Millenials
Antigua and Barbuda,2003,Male,75+ years,0,0,1068,"855,643,111",Silent
Antigua and Barbuda,2004,Male,55-74 years,1,27.29,3665,"919,577,148",Silent
Antigua and Barbuda,2004,Male,35-54 years,1,8.77,11406,"919,577,148",Boomers
Antigua and Barbuda,2004,Female,15-24 years,0,0,7648,"919,577,148",Millenials
Antigua and Barbuda,2004,Female,25-34 years,0,0,7531,"919,577,148",Generation X
Antigua and Barbuda,2004,Female,35-54 years,0,0,12492,"919,577,148",Boomers
Antigua and Barbuda,2004,Female,05-14 years,0,0,8488,"919,577,148",Millenials
Antigua and Barbuda,2004,Female,55-74 years,0,0,4088,"919,577,148",Silent
Antigua and Barbuda,2004,Female,75+ years,0,0,1590,"919,577,148",Silent
Antigua and Barbuda,2004,Male,15-24 years,0,0,6968,"919,577,148",Millenials
Antigua and Barbuda,2004,Male,25-34 years,0,0,6556,"919,577,148",Generation X
Antigua and Barbuda,2004,Male,05-14 years,0,0,8196,"919,577,148",Millenials
Antigua and Barbuda,2004,Male,75+ years,0,0,1094,"919,577,148",Silent
Antigua and Barbuda,2005,Female,15-24 years,0,0,7780,"1,022,191,296",Millenials
Antigua and Barbuda,2005,Female,25-34 years,0,0,7327,"1,022,191,296",Generation X
Antigua and Barbuda,2005,Female,35-54 years,0,0,12835,"1,022,191,296",Boomers
Antigua and Barbuda,2005,Female,05-14 years,0,0,8584,"1,022,191,296",Millenials
Antigua and Barbuda,2005,Female,55-74 years,0,0,4157,"1,022,191,296",Silent
Antigua and Barbuda,2005,Female,75+ years,0,0,1575,"1,022,191,296",Silent
Antigua and Barbuda,2005,Male,15-24 years,0,0,7113,"1,022,191,296",Millenials
Antigua and Barbuda,2005,Male,25-34 years,0,0,6444,"1,022,191,296",Generation X
Antigua and Barbuda,2005,Male,35-54 years,0,0,11778,"1,022,191,296",Boomers
Antigua and Barbuda,2005,Male,05-14 years,0,0,8358,"1,022,191,296",Millenials
Antigua and Barbuda,2005,Male,55-74 years,0,0,3748,"1,022,191,296",Silent
Antigua and Barbuda,2005,Male,75+ years,0,0,1110,"1,022,191,296",Silent
Antigua and Barbuda,2006,Female,15-24 years,0,0,7902,"1,157,005,444",Millenials
Antigua and Barbuda,2006,Female,25-34 years,0,0,7098,"1,157,005,444",Generation X
Antigua and Barbuda,2006,Female,35-54 years,0,0,13374,"1,157,005,444",Boomers
Antigua and Barbuda,2006,Female,05-14 years,0,0,8571,"1,157,005,444",Millenials
Antigua and Barbuda,2006,Female,55-74 years,0,0,4256,"1,157,005,444",Silent
Antigua and Barbuda,2006,Female,75+ years,0,0,1573,"1,157,005,444",Silent
Antigua and Barbuda,2006,Male,15-24 years,0,0,7239,"1,157,005,444",Millenials
Antigua and Barbuda,2006,Male,25-34 years,0,0,6319,"1,157,005,444",Generation X
Antigua and Barbuda,2006,Male,35-54 years,0,0,12202,"1,157,005,444",Boomers
Antigua and Barbuda,2006,Male,05-14 years,0,0,8485,"1,157,005,444",Millenials
Antigua and Barbuda,2006,Male,55-74 years,0,0,3847,"1,157,005,444",Silent
Antigua and Barbuda,2006,Male,75+ years,0,0,1107,"1,157,005,444",Silent
Antigua and Barbuda,2007,Male,35-54 years,1,7.98,12530,"1,311,401,333",Boomers
Antigua and Barbuda,2007,Female,15-24 years,0,0,8013,"1,311,401,333",Millenials
Antigua and Barbuda,2007,Female,25-34 years,0,0,6962,"1,311,401,333",Generation X
Antigua and Barbuda,2007,Female,35-54 years,0,0,13860,"1,311,401,333",Boomers
Antigua and Barbuda,2007,Female,05-14 years,0,0,8555,"1,311,401,333",Generation Z
Antigua and Barbuda,2007,Female,55-74 years,0,0,4400,"1,311,401,333",Silent
Antigua and Barbuda,2007,Female,75+ years,0,0,1568,"1,311,401,333",Silent
Antigua and Barbuda,2007,Male,15-24 years,0,0,7330,"1,311,401,333",Millenials
Antigua and Barbuda,2007,Male,25-34 years,0,0,6267,"1,311,401,333",Generation X
Antigua and Barbuda,2007,Male,05-14 years,0,0,8564,"1,311,401,333",Generation Z
Antigua and Barbuda,2007,Male,55-74 years,0,0,3988,"1,311,401,333",Silent
Antigua and Barbuda,2007,Male,75+ years,0,0,1094,"1,311,401,333",Silent
Antigua and Barbuda,2008,Female,15-24 years,0,0,8108,"1,368,431,037",Millenials
Antigua and Barbuda,2008,Female,25-34 years,0,0,6910,"1,368,431,037",Generation X
Antigua and Barbuda,2008,Female,35-54 years,0,0,14278,"1,368,431,037",Boomers
Antigua and Barbuda,2008,Female,05-14 years,0,0,8537,"1,368,431,037",Generation Z
Antigua and Barbuda,2008,Female,55-74 years,0,0,4587,"1,368,431,037",Silent
Antigua and Barbuda,2008,Female,75+ years,0,0,1567,"1,368,431,037",Silent
Antigua and Barbuda,2008,Male,15-24 years,0,0,7404,"1,368,431,037",Millenials
Antigua and Barbuda,2008,Male,25-34 years,0,0,6274,"1,368,431,037",Generation X
Antigua and Barbuda,2008,Male,35-54 years,0,0,12782,"1,368,431,037",Boomers
Antigua and Barbuda,2008,Male,05-14 years,0,0,8599,"1,368,431,037",Generation Z
Antigua and Barbuda,2008,Male,55-74 years,0,0,4158,"1,368,431,037",Silent
Antigua and Barbuda,2008,Male,75+ years,0,0,1069,"1,368,431,037",Silent
Antigua and Barbuda,2009,Female,15-24 years,0,0,8199,"1,224,253,000",Millenials
Antigua and Barbuda,2009,Female,25-34 years,0,0,6917,"1,224,253,000",Generation X
Antigua and Barbuda,2009,Female,35-54 years,0,0,14629,"1,224,253,000",Boomers
Antigua and Barbuda,2009,Female,05-14 years,0,0,8514,"1,224,253,000",Generation Z
Antigua and Barbuda,2009,Female,55-74 years,0,0,4793,"1,224,253,000",Silent
Antigua and Barbuda,2009,Female,75+ years,0,0,1571,"1,224,253,000",Silent
Antigua and Barbuda,2009,Male,15-24 years,0,0,7489,"1,224,253,000",Millenials
Antigua and Barbuda,2009,Male,25-34 years,0,0,6325,"1,224,253,000",Generation X
Antigua and Barbuda,2009,Male,35-54 years,0,0,12978,"1,224,253,000",Boomers
Antigua and Barbuda,2009,Male,05-14 years,0,0,8599,"1,224,253,000",Generation Z
Antigua and Barbuda,2009,Male,55-74 years,0,0,4349,"1,224,253,000",Silent
Antigua and Barbuda,2009,Male,75+ years,0,0,1042,"1,224,253,000",Silent
Antigua and Barbuda,2012,Female,15-24 years,0,0,8435,"1,211,411,704",Millenials
Antigua and Barbuda,2012,Female,25-34 years,0,0,7215,"1,211,411,704",Millenials
Antigua and Barbuda,2012,Female,35-54 years,0,0,15193,"1,211,411,704",Generation X
Antigua and Barbuda,2012,Female,05-14 years,0,0,8401,"1,211,411,704",Generation Z
Antigua and Barbuda,2012,Female,55-74 years,0,0,5512,"1,211,411,704",Boomers
Antigua and Barbuda,2012,Female,75+ years,0,0,1625,"1,211,411,704",Silent
Antigua and Barbuda,2012,Male,15-24 years,0,0,7893,"1,211,411,704",Millenials
Antigua and Barbuda,2012,Male,25-34 years,0,0,6629,"1,211,411,704",Millenials
Antigua and Barbuda,2012,Male,35-54 years,0,0,13280,"1,211,411,704",Generation X
Antigua and Barbuda,2012,Male,05-14 years,0,0,8475,"1,211,411,704",Generation Z
Antigua and Barbuda,2012,Male,55-74 years,0,0,4994,"1,211,411,704",Boomers
Antigua and Barbuda,2012,Male,75+ years,0,0,1051,"1,211,411,704",Silent
Antigua and Barbuda,2013,Female,15-24 years,0,0,8494,"1,192,925,407",Millenials
Antigua and Barbuda,2013,Female,25-34 years,0,0,7397,"1,192,925,407",Millenials
Antigua and Barbuda,2013,Female,35-54 years,0,0,15236,"1,192,925,407",Generation X
Antigua and Barbuda,2013,Female,05-14 years,0,0,8353,"1,192,925,407",Generation Z
Antigua and Barbuda,2013,Female,55-74 years,0,0,5787,"1,192,925,407",Boomers
Antigua and Barbuda,2013,Female,75+ years,0,0,1652,"1,192,925,407",Silent
Antigua and Barbuda,2013,Male,15-24 years,0,0,8061,"1,192,925,407",Millenials
Antigua and Barbuda,2013,Male,25-34 years,0,0,6782,"1,192,925,407",Millenials
Antigua and Barbuda,2013,Male,35-54 years,0,0,13302,"1,192,925,407",Generation X
Antigua and Barbuda,2013,Male,05-14 years,0,0,8405,"1,192,925,407",Generation Z
Antigua and Barbuda,2013,Male,55-74 years,0,0,5238,"1,192,925,407",Boomers
Antigua and Barbuda,2013,Male,75+ years,0,0,1072,"1,192,925,407",Silent
Antigua and Barbuda,2014,Female,15-24 years,0,0,8537,"1,280,133,333",Millenials
Antigua and Barbuda,2014,Female,25-34 years,0,0,7578,"1,280,133,333",Millenials
Antigua and Barbuda,2014,Female,35-54 years,0,0,15273,"1,280,133,333",Generation X
Antigua and Barbuda,2014,Female,05-14 years,0,0,8296,"1,280,133,333",Generation Z
Antigua and Barbuda,2014,Female,55-74 years,0,0,6085,"1,280,133,333",Boomers
Antigua and Barbuda,2014,Female,75+ years,0,0,1686,"1,280,133,333",Silent
Antigua and Barbuda,2014,Male,15-24 years,0,0,8208,"1,280,133,333",Millenials
Antigua and Barbuda,2014,Male,25-34 years,0,0,6928,"1,280,133,333",Millenials
Antigua and Barbuda,2014,Male,35-54 years,0,0,13325,"1,280,133,333",Generation X
Antigua and Barbuda,2014,Male,05-14 years,0,0,8335,"1,280,133,333",Generation Z
Antigua and Barbuda,2014,Male,55-74 years,0,0,5503,"1,280,133,333",Boomers
Antigua and Barbuda,2014,Male,75+ years,0,0,1083,"1,280,133,333",Silent
Antigua and Barbuda,2015,Female,55-74 years,1,15.62,6403,"1,364,863,037",Boomers
Antigua and Barbuda,2015,Female,15-24 years,0,0,8561,"1,364,863,037",Millenials
Antigua and Barbuda,2015,Female,25-34 years,0,0,7740,"1,364,863,037",Millenials
Antigua and Barbuda,2015,Female,35-54 years,0,0,15323,"1,364,863,037",Generation X
Antigua and Barbuda,2015,Female,05-14 years,0,0,8239,"1,364,863,037",Generation Z
Antigua and Barbuda,2015,Female,75+ years,0,0,1724,"1,364,863,037",Silent
Antigua and Barbuda,2015,Male,15-24 years,0,0,8331,"1,364,863,037",Millenials
Antigua and Barbuda,2015,Male,25-34 years,0,0,7059,"1,364,863,037",Millenials
Antigua and Barbuda,2015,Male,35-54 years,0,0,13370,"1,364,863,037",Generation X
Antigua and Barbuda,2015,Male,05-14 years,0,0,8268,"1,364,863,037",Generation Z
Antigua and Barbuda,2015,Male,55-74 years,0,0,5784,"1,364,863,037",Boomers
Antigua and Barbuda,2015,Male,75+ years,0,0,1087,"1,364,863,037",Silent
Argentina,1985,Male,75+ years,202,55.65,363000,"88,416,668,900",G.I. Generation
Argentina,1985,Male,55-74 years,485,24.29,1997000,"88,416,668,900",G.I. Generation
Argentina,1985,Male,35-54 years,414,12.37,3346300,"88,416,668,900",Silent
Argentina,1985,Female,55-74 years,210,9.11,2304000,"88,416,668,900",G.I. Generation
Argentina,1985,Male,25-34 years,177,7.92,2234200,"88,416,668,900",Boomers
Argentina,1985,Female,75+ years,41,7.64,537000,"88,416,668,900",G.I. Generation
Argentina,1985,Male,15-24 years,156,6.46,2415200,"88,416,668,900",Generation X
Argentina,1985,Female,35-54 years,142,4.23,3355300,"88,416,668,900",Silent
